deparment,code,discription,rate
DEPARTMENT OF CARDIOLOG,3030    ,TEMPORARY PACEMAKER                                 3000  ,            
DEPARTMENT OF CARDIOLOG,3031    ,PERMANENT PACEMAKER (COST OF PACEMAKER EXTRA)      ,5000              
DEPARTMENT OF CARDIOLOG,3032    ,ELECTRO PHYSIOLOGICAL STUDY (EPS)                 ,15000              
DEPARTMENT OF CARDIOLOG,3033    ,RADIO FREQUENCY ABLATION                          ,30000              
DEPARTMENT OF CARDIOLOG,3034    ,PBAV                                              ,25000              
DEPARTMENT OF CARDIOLOG,3035    ,PBPV                                              ,25000              
DEPARTMENT OF CARDIOLOG,3036    ,PDA CLOSER + COST OF DEVICE EXTRA                 ,10000              
DEPARTMENT OF CARDIOLOG,3037    ,ATHERECTOMY                                       ,70000              
DEPARTMENT OF CARDIOLOG,3038    ,ROTOBLATOR                                        ,75000              
DEPARTMENT OF CARDIOLOG,3039    ,PERIPHERAL ANGIOPLASTY (WITHOUT STENT)            ,25000              
DEPARTMENT OF CARDIOLOG,3040    ,VISCERAL ANGIOPLASTY                               ,5000              
DEPARTMENT OF CARDIOLOG,3041    ,RENAL ANGIOGRAPHY                                  ,5000              
DEPARTMENT OF CARDIOLOG,3042    ,RENAL ANGIOPLASTY                                 ,25000              
DEPARTMENT OF CARDIOLOG,3043    ,HOLTER                       ,                       800              
DEPARTMENT OF CARDIOLOG,3044    ,TREADMILL TEST                                      ,600              
DEPARTMENT OF CARDIOLOG,3045    ,STRESS THALLIUM (COST OF THALLIUM EXTRA) *          ,600              
DEPARTMENT OF CARDIOLOG,3046    ,TRANSESOPHAGEAL ECHO                      ,         1000              
DEPARTMENT OF CARDIOLOG,3047    ,STRESS ECHO                                        ,1000              
DEPARTMENT OF CARDIOLOG,3048    ,DOBUTAMINE ECHO                                    ,1500              
DEPARTMENT OF CARDIOLOG,3049    ,LATE POTENTIAL                                      ,500              
DEPARTMENT OF CARDIOLOG,3050    ,PHONOCARDIOGRAM                                     ,500              
DEPARTMENT OF CARDIOLOG,3051    ,VECTOR CARDIOGRAM                                   ,500              
DEPARTMENT OF CARDIOLOG,3052    ,APEX CARDIOGRAM                                      500            ,  
DEPARTMENT OF CARDIOLOG,3053    ,KINETOCARDIOGRAPHY                                  ,500              
DEPARTMENT OF CARDIOLOG,3054    ,BEDSIDE HAEMODYNAMIC MONITORING                    ,3000              
DEPARTMENT OF CARDIOLOG,3055    ,ECG                                                  ,50              
